layer,OPENET_ID,ACRES_FTR_GEOM,GRIDMET_ID,HUC8,HUC8_name,HUC12,HUC12_name,IRR_EFF,ITYPE,OWRD,Region,srctype,year,month,metric,value
per_IRRIGATED,ORx_158841,178.6827759,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.86130288
per_IRRIGATED,ORx_158842,21.17206315,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,97.77250151
per_IRRIGATED,ORx_158843,7.566123472,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,94.6666001
per_IRRIGATED,ORx_158844,23.15755917,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,90.29155775
per_IRRIGATED,ORx_158845,12.00866178,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,0.0,1985,,per_IRRIGATED,10.61518639
per_IRRIGATED,ORx_158846,10.37257717,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,0.0,1985,,per_IRRIGATED,55.30448912
per_IRRIGATED,ORx_158847,62.1819537,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,0.0,1985,,per_IRRIGATED,46.17463729
per_IRRIGATED,ORx_158848,17.13485958,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,76.55502897
per_IRRIGATED,ORx_158849,3.4589007,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,0.0,1985,,per_IRRIGATED,28.77648738
per_IRRIGATED,ORx_158850,2.782196448,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,0.0,1985,,per_IRRIGATED,63.10769593
per_IRRIGATED,ORx_158851,10.49400174,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,51.27558257
per_IRRIGATED,ORx_158852,99.58080522,572495,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,97.04121867
per_IRRIGATED,ORx_158853,33.45493187,573880,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,87.12256094
per_IRRIGATED,ORx_158854,45.23103713,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,72.78821748
per_IRRIGATED,ORx_158855,39.65482625,571108,18010204,Lost,180102040804,Swan Lake,0.75,2.0,14,18.0,1.0,1985,,per_IRRIGATED,91.99310407
per_IRRIGATED,ORx_158856,67.98141539,571108,18010204,Lost,180102040804,Swan Lake,0.75,2.0,14,18.0,1.0,1985,,per_IRRIGATED,91.60178577
per_IRRIGATED,ORx_158857,150.4265008,571108,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,97.68151104
per_IRRIGATED,ORx_158858,14.99711221,571108,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,87.86341926
per_IRRIGATED,ORx_158859,126.7831893,571108,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.12186644
per_IRRIGATED,ORx_158860,28.71764204,572494,18010204,Lost,180102040804,Swan Lake,0.5,3.0,14,18.0,1.0,1985,,per_IRRIGATED,99.56690843
per_IRRIGATED,ORx_158861,38.5793299,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,90.75882285
per_IRRIGATED,ORx_158862,134.395731,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,97.05631692
per_IRRIGATED,ORx_158863,34.80970352,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,72.11731222
per_IRRIGATED,ORx_158864,70.47182354,571108,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,59.08936803
per_IRRIGATED,ORx_158865,19.80741424,571108,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,95.31062051
per_IRRIGATED,ORx_158866,92.6233071,571108,18010204,Lost,180102040804,Swan Lake,0.75,2.0,14,18.0,1.0,1985,,per_IRRIGATED,79.63686851
per_IRRIGATED,ORx_158867,64.61965992,571108,18010204,Lost,180102040804,Swan Lake,0.75,2.0,14,18.0,1.0,1985,,per_IRRIGATED,98.37483722
per_IRRIGATED,ORx_158874,58.77717779,571109,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,97.82605064
per_IRRIGATED,ORx_158875,4.676014057,571109,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,96.92942477
per_IRRIGATED,ORx_158876,94.46386775,571109,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,98.79968376
per_IRRIGATED,ORx_158877,11.04534349,571109,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,100.0
per_IRRIGATED,ORx_158880,5.753018115,571109,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,78.00683857
per_IRRIGATED,ORx_158881,63.70791641,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,64.6706119
per_IRRIGATED,ORx_158882,22.99504049,572495,18010204,Lost,180102040804,Swan Lake,0.75,2.0,14,18.0,1.0,1985,,per_IRRIGATED,16.72865046
